-0.121097 -95.055183,39.989112 -92.038857,79.421930 -75.469562,59.900058 78.755107,19.960339 83.650109,-20.187454 86.270801,-60.019052 91.179640,-79.460942 -114.703090,-40.173201 -98.076082,13.269173 -64.202055,53.281501 -60.234965,85.118616 67.836185,46.643028 111.152421,6.574505 114.539162,-33.523770 117.328369,-73.092472 126.832990,-66.583138 -73.355553,-26.861205 -66.863853,26.645556 -33.248300,66.489447 -26.777126,73.025457 133.122415,33.322540 142.594531,-6.815005 145.380887,-46.807508 148.774357,-85.128009 -167.810957,-53.424185 -39.885445,-13.504619 -35.908727,39.989112 -2.038857,79.421930 14.530438,59.900058 168.755107,19.960339 173.650109,-20.187454 176.270801,-60.019052 -178.820360,-79.460942 -24.703090,-40.173201 -8.076082,-0.121097 -5.055183,53.281501 29.765035,85.118616 157.836185,46.643028 -158.847579,6.574505 -155.460838,-33.523770 -152.671631,-73.092472 -143.167010,-66.583138 16.644447,-26.861205 23.136147,13.269173 25.797945,66.489447 63.222874,73.025457 -136.877585,33.322540 -127.405469,-6.815005 -124.619113,-46.807508 -121.225643,-85.128009 -77.810957,-53.424185 50.114555,-13.504619 54.091273,26.645556 56.751700
-46.276306 -120.509184,-6.278539 -117.152119,33.857351 -114.351505,73.545434 -104.525348,65.962709 55.176811,26.109937 61.484835,-14.040603 64.139041,-53.953715 68.175047,-84.754384 -159.727219,-32.990152 -89.085820,7.111225 -86.310337,47.175787 -82.886069,85.463290 -34.696689,52.750011 88.521940,12.732618 92.432179,-27.395721 95.100859,-67.107466 101.764854,-72.573907 -98.257758,-19.652057 -58.038134,20.496482 -55.417239,60.429526 -50.425676,78.919822 104.606852,39.455149 120.290170,-0.657785 123.283523,-40.705599 126.328435,-79.957645 143.936106,-59.491365 -62.853964,-6.278539 -27.152119,33.857351 -24.351505,73.545434 -14.525348,65.962709 145.176811,26.109937 151.484835,-14.040603 154.139041,-53.953715 158.175047,-84.754384 -69.727219,-46.276306 -30.509184,7.111225 3.689663,47.175787 7.113931,85.463290 55.303311,52.750011 178.521940,12.732618 -177.567821,-27.395721 -174.899141,-67.107466 -168.235146,-72.573907 -8.257758,-32.990152 0.914180,20.496482 34.582761,60.429526 39.574324,78.919822 -165.393148,39.455149 -149.709830,-0.657785 -146.716477,-40.705599 -143.671565,-79.957645 -126.063894,-59.491365 27.146036,-19.652057 31.961866
-44.472101 -120.405338,-4.457095 -117.162611,35.672476 -114.308492,75.303897 -103.079310,64.172311 55.688382,24.291175 61.498440,-15.859882 64.135542,-55.750358 68.390345,-83.326427 -149.215830,-31.177945 -89.053186,8.933281 -86.319529,48.983704 -82.757375,86.287548 -12.209425,50.944748 88.693560,10.910907 92.425701,-29.209809 95.121916,-68.884795 102.442641,-70.808390 -97.240405,-17.834009 -58.036714,22.316344 -55.411291,62.225579 -50.059266,77.197003 107.132786,37.641798 120.350478,-2.479694 123.272137,-42.512308 126.405553,-81.613464 148.234067,-57.698565 -62.563773,-4.457095 -27.162611,35.672476 -24.308492,75.303897 -13.079310,64.172311 145.688382,24.291175 151.498440,-15.859882 154.135542,-55.750358 158.390345,-83.326427 -59.215830,-44.472101 -30.405338,8.933281 3.680471,48.983704 7.242625,86.287548 77.790575,50.944748 178.693560,10.910907 -177.574299,-29.209809 -174.878084,-68.884795 -167.557359,-70.808390 -7.240405,-31.177945 0.946814,22.316344 34.588709,62.225579 39.940734,77.197003 -162.867214,37.641798 -149.649522,-2.479694 -146.727863,-42.512308 -143.594447,-81.613464 -121.765933,-57.698565 27.436227,-17.834009 31.963286
-42.666669 -120.315161,-2.635400 -117.173657,37.486774 -114.257693,77.048689 -101.218837,62.378973 56.122758,22.471861 61.508145,-17.678595 64.134231,-57.545246 68.638394,-81.752200 -142.584972,-29.364815 -89.026433,10.755200 -86.327559,50.790394 -82.609640,86.325269 15.992962,49.138167 88.843047,9.089003 92.417782,-31.023016 95.148196,-70.657177 103.260312,-69.036486 -96.409044,-16.015346 -58.037823,24.135704 -55.401898,64.019146 -49.630782,75.453623 109.036085,35.827573 120.401984,-4.301408 123.261054,-44.317842 126.494638,-83.196228 154.626356,-55.903834 -62.312675,-2.635400 -27.173657,37.486774 -24.257693,77.048689 -11.218837,62.378973 146.122758,22.471861 151.508145,-17.678595 154.134231,-57.545246 158.638394,-81.752200 -52.584972,-42.666669 -30.315161,10.755200 3.672441,50.790394 7.390360,86.325269 105.992962,49.138167 178.843047,9.089003 -177.582218,-31.023016 -174.851804,-70.657177 -166.739688,-69.036486 -6.409044,-29.364815 0.973567,24.135704 34.598102,64.019146 40.369218,75.453623 -160.963915,35.827573 -149.598016,-4.301408 -146.738946,-44.317842 -143.505362,-83.196228 -115.373644,-55.903834 27.687325,-16.015346 31.962177
-40.860059 -120.237076,-0.813505 -117.185026,39.300201 -114.198177,78.773613 -98.756483,60.583119 56.494020,20.652040 61.514372,-19.496698 64.135422,-59.338219 68.924980,-80.101120 -138.148371,-27.550801 -89.004951,12.576930 -86.334171,52.595773 -82.440037,85.556380 39.230916,47.330352 88.973269,7.266956 92.408679,-32.835304 95.180301,-72.423306 104.259674,-67.259539 -95.720609,-14.196113 -58.041147,25.954514 -55.388644,65.809815 -49.126459,73.696154 110.512197,34.012517 120.445629,-6.122876 123.250506,-46.122154 126.597247,-84.641048 164.710509,-54.107336 -62.094774,-0.813505 -27.185026,39.300201 -24.198177,78.773613 -8.756483,60.583119 146.494020,20.652040 151.514372,-19.496698 154.135422,-59.338219 158.924980,-80.101120 -48.148371,-40.860059 -30.237076,12.576930 3.665829,52.595773 7.559963,85.556380 129.230916,47.330352 178.973269,7.266956 -177.591321,-32.835304 -174.819699,-72.423306 -165.740326,-67.259539 -5.720609,-27.550801 0.995049,25.954514 34.611356,65.809815 40.873541,73.696154 -159.487803,34.012517 -149.554371,-6.122876 -146.749494,-46.122154 -143.402753,-84.641048 -105.289491,-54.107336 27.905226,-14.196113 31.958853
-39.052316 -120.169723,1.008535 -117.196490,41.112711 -114.128886,80.468067 -95.378993,58.785071 56.813053,18.831760 61.517507,-21.314143 64.139452,-61.129072 69.257306,-78.405840 -135.018772,-25.735942 -88.988194,14.398418 -86.339096,54.399744 -82.245181,84.298317 53.928754,45.521377 89.086638,5.444820 92.398639,-34.646633 95.218907,-74.181286 105.500665,-65.478500 -95.144264,-12.376359 -58.046388,27.772732 -55.371070,67.597036 -48.528207,71.928580 111.683674,32.196673 120.482241,-7.944044 123.240727,-47.925191 126.715196,-85.803180 -178.741429,-52.309203 -61.905286,1.008535 -27.196490,41.112711 -24.128886,80.468067 -5.378993,58.785071 146.813053,18.831760 151.517507,-21.314143 154.139452,-61.129072 159.257306,-78.405840 -45.018772,-39.052316 -30.169723,14.398418 3.660904,54.399744 7.754819,84.298317 143.928754,45.521377 179.086638,5.444820 -177.601361,-34.646633 -174.781093,-74.181286 -164.499335,-65.478500 -5.144264,-25.735942 1.011806,27.772732 34.628930,67.597036 41.471793,71.928580 -158.316326,32.196673 -149.517759,-7.944044 -146.759273,-47.925191 -143.284804,-85.803180 -88.741429,-52.309203 28.094714,-12.376359 31.953612
-37.243480 -120.111922,2.830667 -117.207819,42.924257 -114.048603,82.112583 -90.532149,56.985081 57.088401,17.011069 61.517906,-23.130887 64.146685,-62.917547 69.644450,-76.683090 -132.715047,-23.920279 -88.975667,16.219615 -86.342051,56.202187 -82.020971,82.803120 62.907490,43.711305 89.185194,3.622647 92.387902,-36.456966 95.264771,-75.928266 107.072098,-63.694057 -94.657374,-10.556133 -58.053267,29.590311 -55.348672,69.380064 -47.811783,70.153476 112.630829,30.380086 120.512552,-9.764863 123.231958,-49.726892 126.850614,-86.397925 -153.620964,-50.509542 -61.740282,2.830667 -27.207819,42.924257 -24.048603,82.112583 -0.532149,56.985081 147.088401,17.011069 151.517906,-23.130887 154.146685,-62.917547 159.644450,-76.683090 -42.715047,-37.243480 -30.111922,16.219615 3.657949,56.202187 7.979029,82.803120 152.907490,43.711305 179.185194,3.622647 -177.612098,-36.456966 -174.735229,-75.928266 -162.927902,-63.694057 -4.657374,-23.920279 1.024333,29.590311 34.651328,69.380064 42.188217,70.153476 -157.369171,30.380086 -149.487448,-9.764863 -146.768042,-49.726892 -143.149386,-86.397925 -63.620964,-50.509542 28.259718,-10.556133 31.946733
-35.433592 -120.062643,4.652840 -117.218786,44.734787 -113.955927,83.668329 -83.180210,55.183345 57.326867,15.190014 61.515898,-24.946887 64.157516,-64.703303 70.098018,-74.942152 -130.961165,-22.103853 -88.966921,18.040471 -86.342738,58.002958 -81.762403,81.190621 68.674053,41.900195 89.270679,1.800490 92.376702,-38.266263 95.318750,-77.659785 109.110808,-61.906717 -94.242963,-8.735483 -58.061518,31.407208 -55.320890,71.157865 -46.943972,68.372571 113.408306,28.562797 120.537218,-11.585279 123.224451,-51.527188 127.006024,-86.152556 -126.025517,-48.708442 -61.596510,4.652840 -27.218786,44.734787 -23.955927,83.668329 6.819790,55.183345 147.326867,15.190014 151.515898,-24.946887 154.157516,-64.703303 160.098018,-74.942152 -40.961165,-35.433592 -30.062643,18.040471 3.657262,58.002958 8.237597,81.190621 158.674053,41.900195 179.270679,1.800490 -177.623298,-38.266263 -174.681250,-77.659785 -160.889192,-61.906717 -4.242963,-22.103853 1.033079,31.407208 34.679110,71.157865 43.056028,68.372571 -156.591694,28.562797 -149.462782,-11.585279 -146.775549,-51.527188 -142.993976,-86.152556 -36.025517,-48.708442 28.403490,-8.735483 31.938482
-33.622692 -120.020981,6.474999 -117.229157,46.544246 -113.849228,85.051070 -71.359417,53.380023 57.533930,13.368646 61.511794,-26.762100 64.172376,-66.485894 70.633081,-73.188528 -129.589714,-20.286707 -88.961545,19.860936 -86.340834,59.801877 -81.463293,79.514691 72.601349,40.088098 89.344588,-0.021597 92.365269,-40.074486 95.381815,-79.368501 111.837470,-60.116861 -93.888058,-6.914460 -58.070888,33.223381 -55.287102,72.928969 -45.878074,66.587067 114.054494,26.744852 120.556824,-13.405245 123.218465,-53.325997 127.184432,-85.194054 -105.735242,-46.905978 -61.471251,6.474999 -27.229157,46.544246 -23.849228,85.051070 18.640583,53.380023 147.533930,13.368646 151.511794,-26.762100 154.172376,-66.485894 160.633081,-73.188528 -39.589714,-33.622692 -30.020981,19.860936 3.659166,59.801877 8.536707,79.514691 162.601349,40.088098 179.344588,-0.021597 -177.634731,-40.074486 -174.618185,-79.368501 -158.162530,-60.116861 -3.888058,-20.286707 1.038455,33.223381 34.712898,72.928969 44.121926,66.587067 -155.945506,26.744852 -149.443176,-13.405245 -146.781535,-53.325997 -142.815568,-85.194054 -15.735242,-46.905978 28.528749,-6.914460 31.929112
-31.810816 -119.986138,8.297091 -117.238697,48.352573 -113.726603,86.073742 -52.011040,51.575242 57.714055,11.547015 61.505881,-28.576486 64.191741,-68.264718 71.269563,-71.425662 -128.494076,-18.468885 -88.959164,21.680962 -86.335997,61.598720 -81.115915,77.801331 75.412432,38.275064 89.408214,-1.843561 92.353831,-41.881594 95.455080,-81.041582 115.627305,-58.324782 -93.582574,-5.093116 -58.081131,35.038784 -55.246610,74.691220 -44.546441,64.797820 114.597109,24.926293 120.571897,-15.224710 123.214273,-55.123220 127.389451,-83.847057 -93.246258,-45.102213 -61.362215,8.297091 -27.238697,48.352573 -23.726603,86.073742 37.988960,51.575242 147.714055,11.547015 151.505881,-28.576486 154.191741,-68.264718 161.269563,-71.425662 -38.494076,-31.810816 -29.986138,21.680962 3.664003,61.598720 8.884085,77.801331 165.412432,38.275064 179.408214,-1.843561 -177.646169,-41.881594 -174.544920,-81.041582 -154.372695,-58.324782 -3.582574,-18.468885 1.040836,35.038784 34.753390,74.691220 45.453559,64.797820 -155.402891,24.926293 -149.428103,-15.224710 -146.785727,-55.123220 -142.610549,-83.847057 -3.246258,-45.102213 28.637785,-5.093116 31.918869
-29.998004 -119.957404,10.119064 -117.247162,50.159701 -113.585812,86.413911 -24.762912,49.769111 57.870917,9.725172 61.498436,-30.390005 64.216132,-70.038952 72.034346,-69.655809 -127.603455,-16.650431 -88.959427,23.500502 -86.327853,63.393196 -80.710490,76.064219 77.505826,36.461139 89.462680,-3.665349 92.342617,-43.687544 95.539822,-82.654865 121.156034,-56.530704 -93.318562,-3.271502 -58.092010,36.853376 -55.198629,76.441339 -42.847596,63.005454 115.056643,23.107167 120.582914,-17.043626 123.212163,-56.918738 127.625468,-82.313054 -85.509074,-43.297204 -61.267457,10.119064 -27.247162,50.159701 -23.585812,86.413911 65.237088,49.769111 147.870917,9.725172 151.498436,-30.390005 154.216132,-70.038952 162.034346,-69.655809 -37.603455,-29.998004 -29.957404,23.500502 3.672147,63.393196 9.289510,76.064219 167.505826,36.461139 179.462680,-3.665349 -177.657383,-43.687544 -174.460178,-82.654865 -148.843966,-56.530704 -3.318562,-16.650431 1.040573,36.853376 34.801371,76.441339 47.152404,63.005454 -154.943357,23.107167 -149.417086,-17.043626 -146.787837,-56.918738 -142.374532,-82.313054 4.490926,-43.297204 28.732543,-3.271502 31.907990
-28.184294 -119.934146,11.940865 -117.254298,51.965548 -113.424198,85.898138 1.224384,47.961718 58.007571,7.903169 61.489718,-32.202618 64.246130,-71.807444 72.964555,-67.880498 -126.869140,-14.831392 -88.962012,25.319509 -86.315997,65.184932 -80.234451,74.311120 79.114292,34.646367 89.508971,-5.486909 92.331855,-45.492288 95.637517,-84.158829 129.700124,-54.734807 -93.089664,-1.449671 -58.103293,38.667113 -55.142270,78.174118 -40.622915,61.210438 115.448563,21.287518 120.590310,-18.861947 123.212443,-58.712400 127.897860,-80.683851 -80.437332,-41.491000 -61.185314,11.940865 -27.254298,51.965548 -23.424198,85.898138 91.224384,47.961718 148.007571,7.903169 151.489718,-32.202618 154.246130,-71.807444 162.964555,-67.880498 -36.869140,-28.184294 -29.934146,25.319509 3.684003,65.184932 9.765549,74.311120 169.114292,34.646367 179.508971,-5.486909 -177.668145,-45.492288 -174.362483,-84.158829 -140.299876,-54.734807 -3.089664,-14.831392 1.037988,38.667113 34.857730,78.174118 49.377085,61.210438 -154.551437,21.287518 -149.409690,-18.861947 -146.787557,-58.712400 -142.102140,-80.683851 9.562668,-41.491000 28.814686,-1.449671 31.896707
-26.369725 -119.915799,13.762444 -117.259844,53.770022 -113.238586,84.773953 18.691751,46.153140 58.126575,6.081058 61.479977,-34.014286 64.282385,-73.568534 74.112858,-66.100799 -126.256583,-13.011815 -88.966616,27.137939 -86.299986,66.973430 -79.671388,72.546725 80.381302,32.830794 89.547950,-7.308188 92.321780,-47.295777 95.749885,-85.444124 143.614416,-52.937231 -92.890740,0.372324 -58.114749,40.479948 -55.076522,79.880833 -37.612190,59.413124 115.784757,19.467393 120.594483,-20.679627 123.215442,-60.504020 128.213291,-79.001542 -76.921054,-39.683648 -61.114357,13.762444 -27.259844,53.770022 -23.238586,84.773953 108.691751,46.153140 148.126575,6.081058 151.479977,-34.014286 154.282385,-73.568534 164.112858,-66.100799 -36.256583,-26.369725 -29.915799,27.137939 3.700014,66.973430 10.328612,72.546725 170.381302,32.830794 179.547950,-7.308188 -177.678220,-47.295777 -174.250115,-85.444124 -126.385584,-52.937231 -2.890740,-13.011815 1.033384,40.479948 34.923478,79.880833 52.387810,59.413124 -154.215243,19.467393 -149.405517,-20.679627 -146.784558,-60.504020 -141.786709,-79.001542 13.078946,-39.683648 28.885643,0.372324 31.885251
-24.554339 -119.901848,15.583748 -117.263520,55.573014 -113.025143,83.342684 29.314812,44.343445 58.230092,4.258891 61.469457,-35.824971 64.325623,-75.319761 75.556356,-64.317479 -125.740634,-11.191748 -88.972954,28.955746 -86.279333,68.758022 -78.999468,70.774019 81.399512,31.014461 89.580383,-9.129135 92.312631,-49.097952 95.878939,-86.277128 165.836491,-51.138093 -92.717588,2.194430 -58.126151,42.291836 -55.000226,81.545875 -33.364331,57.613787 116.074507,17.646839 120.595798,-22.496621 123.221513,-62.293359 128.580121,-77.287056 -74.368066,-37.875189 -61.053345,15.583748 -27.263520,55.573014 -23.025143,83.342684 119.314812,44.343445 148.230092,4.258891 151.469457,-35.824971 154.325623,-75.319761 165.556356,-64.317479 -35.740634,-24.554339 -29.901848,28.955746 3.720667,68.758022 11.000532,70.774019 171.399512,31.014461 179.580383,-9.129135 -177.687369,-49.097952 -174.121061,-86.277128 -104.163509,-51.138093 -2.717588,-11.191748 1.027046,42.291836 34.999774,81.545875 56.635669,57.613787 -153.925493,17.646839 -149.404202,-22.496621 -146.778487,-62.293359 -141.419879,-77.287056 15.631934,-37.875189 28.946655,2.194430 31.873849
-22.738174 -119.891830,17.404729 -117.265034,57.374387 -112.779208,81.762787 35.999222,42.532691 58.319959,2.436723 61.458393,-37.634635 64.376663,-77.057329 77.412149,-62.531102 -125.302567,-9.371240 -88.980756,30.772887 -86.253498,70.537788 -78.189013,68.994981 82.231189,29.197413 89.606951,-10.949697 92.304655,-50.898747 96.027054,-86.335322 -166.091898,-49.337487 -92.566737,4.016595 -58.137271,44.102727 -54.912050,83.139036 -27.051044,55.812641 116.325168,15.825906 120.594594,-24.312885 123.231040,-64.080109 129.008985,-75.551699 -72.445435,-36.065664 -61.001199,17.404729 -27.265034,57.374387 -22.779208,81.762787 125.999222,42.532691 148.319959,2.436723 151.458393,-37.634635 154.376663,-77.057329 167.412149,-62.531102 -35.302567,-22.738174 -29.891830,30.772887 3.746502,70.537788 11.810987,68.994981 172.231189,29.197413 179.606951,-10.949697 -177.695345,-50.898747 -173.972946,-86.335322 -76.091898,-49.337487 -2.566737,-9.371240 1.019244,44.102727 35.087950,83.139036 62.948956,55.812641 -153.674832,15.825906 -149.405406,-24.312885 -146.768960,-64.080109 -140.991015,-75.551699 17.554565,-36.065664 28.998801,4.016595 31.862729
-20.921275 -119.885322,19.225335 -117.264073,59.173976 -112.495043,80.105098 40.462469,40.720933 58.397754,0.614606 61.447015,-39.443238 64.436437,-78.775106 79.865944,-60.742087 -124.928158,-7.550342 -88.989763,32.589317 -86.221883,72.311434 -77.198693,67.210971 82.919613,27.379692 89.628261,-12.769826 92.298107,-52.698086 96.197055,-85.587944 -142.713166,-47.535491 -92.435294,5.838764 -58.147876,45.912566 -54.810448,84.596558 -17.094085,54.009856 116.542642,14.004641 120.591188,-26.128378 123.244442,-65.863864 129.513612,-73.802031 -70.954989,-34.255113 -60.956973,19.225335 -27.264073,59.173976 -22.495043,80.105098 130.462469,40.720933 148.397754,0.614606 151.447015,-39.443238 154.436437,-78.775106 169.865944,-60.742087 -34.928158,-20.921275 -29.885322,32.589317 3.778117,72.311434 12.801307,67.210971 172.919613,27.379692 179.628261,-12.769826 -177.701893,-52.698086 -173.802945,-85.587944 -52.713166,-47.535491 -2.435294,-7.550342 1.010237,45.912566 35.189552,84.596558 72.905915,54.009856 -153.457358,14.004641 -149.408812,-26.128378 -146.755558,-65.863864 -140.486388,-73.802031 19.045011,-34.255113 29.043027,5.838764 31.852124
-19.103684 -119.881936,21.045520 -117.260300,60.971573 -112.165513,78.402813 43.605971,38.908220 58.464834,-1.207407 61.435553,-41.250740 64.506005,-80.462614 83.227488,-58.950756 -124.606418,-5.729104 -88.999729,34.404994 -86.183816,74.077079 -75.969290,65.422949 83.495750,25.561342 89.644860,-14.589471 92.293256,-54.495875 96.392327,-84.345841 -127.843236,-45.732174 -92.320830,7.660886 -58.157734,47.721297 -54.693620,85.775817 -0.726087,52.205572 116.731719,12.183096 120.585875,-27.943058 123.262177,-67.644084 130.112038,-72.042088 -69.772552,-32.443573 -60.919834,21.045520 -27.260300,60.971573 -22.165513,78.402813 133.605971,38.908220 148.464834,-1.207407 151.435553,-41.250740 154.506005,-80.462614 173.227488,-58.950756 -34.606418,-19.103684 -29.881936,34.404994 3.816184,74.077079 14.030710,65.422949 173.495750,25.561342 179.644860,-14.589471 -177.706744,-54.495875 -173.607673,-84.345841 -37.843236,-45.732174 -2.320830,-5.729104 1.000271,47.721297 35.306380,85.775817 89.273913,52.205572 -153.268281,12.183096 -149.414125,-27.943058 -146.737823,-67.644084 -139.887962,-72.042088 20.227448,-32.443573 29.080166,7.660886 31.842266
-17.285446 -119.881314,22.865235 -117.253355,62.766913 -111.781622,76.672892 45.917202,37.094601 58.522380,-3.029263 61.424234,-43.057099 64.586583,-82.100661 88.043477,-57.157353 -124.328719,-3.907578 -89.010413,36.219874 -86.138545,75.831904 -74.413106,63.631613 83.982316,23.742409 89.657242,-16.408585 92.290386,-56.292003 96.616966,-82.862702 -118.749497,-43.927593 -92.221289,9.482906 -58.166602,49.528851 -54.559451,86.392867 24.294463,50.399902 116.896328,10.361321 120.578935,-29.756884 123.284750,-69.420032 130.828415,-70.274471 -68.816800,-30.631083 -60.889042,22.865235 -27.253355,62.766913 -21.781622,76.672892 135.917202,37.094601 148.522380,-3.029263 151.424234,-43.057099 154.586583,-82.100661 178.043477,-57.157353 -34.328719,-17.285446 -29.881314,36.219874 3.861455,75.831904 15.586894,63.631613 173.982316,23.742409 179.657242,-16.408585 -177.709614,-56.292003 -173.383034,-82.862702 -28.749497,-43.927593 -2.221289,-3.907578 0.989587,49.528851 35.440549,86.392867 114.294463,50.399902 -153.103672,10.361321 -149.421065,-29.756884 -146.715250,-69.420032 -139.171585,-70.274471 21.183200,-30.631083 29.110958,9.482906 31.833398
-15.466606 -119.883124,24.684434 -117.242844,64.559655 -111.331880,74.924723 47.675192,35.280120 58.571422,-4.850909 61.413288,-44.862270 64.679573,-83.651078 95.332753,-55.362073 -124.088200,-2.085817 -89.021580,38.033915 -86.085220,77.571503 -72.395115,61.837477 84.396335,21.922937 89.665855,-18.227119 92.289795,-58.086332 96.875972,-81.260278 -112.911592,-42.121801 -92.134915,11.304774 -58.174232,51.335155 -54.405440,86.165967 52.079360,48.592940 117.039724,8.539368 120.570632,-31.569818 123.312721,-71.190687 131.695815,-68.500925 -68.032433,-28.817682 -60.863940,24.684434 -27.242844,64.559655 -21.331880,74.924723 137.675192,35.280120 148.571422,-4.850909 151.413288,-44.862270 154.679573,-83.651078 -174.667247,-55.362073 -34.088200,-15.466606 -29.883124,38.033915 3.914780,77.571503 17.604885,61.837477 174.396335,21.922937 179.665855,-18.227119 -177.710205,-58.086332 -173.124028,-81.260278 -22.911592,-42.121801 -2.134915,-2.085817 0.978420,51.335155 35.594560,86.165967 142.079360,48.592940 -152.960276,8.539368 -149.429368,-31.569818 -146.687279,-71.190687 -138.304185,-68.500925 21.967567,-28.817682 29.136060,11.304774 31.825768
